"PLOT_GL","GREEN1","GREEN50","EMER1","EMER50","FLWR1","FLWR50"
"C4115",96,112,"169","174",193,200
"C4116",92,112,"165","167",179,183
"C4117",95,116,"172","174",190,193
"C4118",96,111,"169","172",197,202
"C4119",95,111,"176","179",200,204
"C4120",96,110,"177","174",193,200
"C4121",103,112,"172","174",187,193
"C4122",96,103,"174","176",190,197
"C4123",112,125,"168","169",183,197
"C4201",97,119,"172","174",190,193
"C4202",99,112,"169","174",190,202
"C4203",111,127,"187","193",204,223
"C4204",96,112,"169","174",190,193
"C4205",NA,NA,NA,NA,NA,NA
"C4206",95,103,"172","174",190,193
"C4207",117,127,"172","176",193,207
"C4208",106,124,"161","172",174,204
"C4209",94,103,"169","187",204,209
"C4210",96,110,"169","172",190,193
"C4211",NA,NA,NA,NA,NA,NA
"C4212",104,117,"175","176",197,221
"C4213",101,112,"158","165",179,183
"C4214",99,111,"167","169",190,193
"C4215",97,110,"168","169",190,193
"C4216",96,110,"165","167",181,204
"C4217",95,112,"165","167",172,179
"C4218",98,112,"172","174",190,193
"C4219",98,109,"176","179",197,204
"C4220",96,108,"172","174",190,200
"C4221",103,112,"172","174",193,197
"C4222",96,109,"167","172",183,187
"C4301",96,112,"165","167",183,187
"C4302",91,96,"167","169",183,187
"C4303",96,111,"176","179",197,218
"C4304",103,112,"167","176",187,193
"C4305",98,109,"169","172",183,187
"C4306",96,109,"161","167",183,179
"C4307",105,112,"161","165",177,179
"C4308",92,106,"161","165",172,181
"C4309",92,103,"158","161",169,172
"C4310",96,109,"158","165",180,181
"C4311",98,111,"169","172",190,193
"C4312",104,111,"172","174",193,202
"C4313",93,103,"165","167",187,190
"C4314",99,110,"174","176",197,200
"C4315",99,109,"167","169",187,190
"C4316",96,120,"168","169",190,193
"C4317",95,103,"165","167",172,179
"C4318",95,102,"172","174",187,197
"C4319",96,103,"167","169",182,183
"C4320",103,112,"167","169",181,187
"C4321",94,102,"167","169",190,193
"C4322",94,102,"172","174",190,193
"C4323",96,124,"167","169",181,190
"C4401",94,103,"165","167",179,181
"C4402",103,111,"165","167",184,187
"C4403",103,113,"183","187",204,207
"C4404",95,109,"167","172",179,190
"C4405",103,111,"165","167",176,179
"C4406",95,103,"167","169",190,193
"C4407",94,103,"167","169",190,193
"C4408",96,111,"167","169",183,187
"C4409",97,111,"165","167",184,187
"C4410",95,102,"162","165",179,181
"C4411",99,111,"175","176",193,197
"C4412",97,112,"165","167",187,193
"C4413",96,110,"165","167",179,181
"C4414",108,119,"158","167",179,181
"C4415",96,112,"167","169",187,200
"C4416",102,111,"169","172",187,190
"C4417",95,111,"156","161",169,172
"C4418",92,113,"165","167",183,187
"C4419",96,119,"179","183",200,207
"C4420",106,119,"169","174",187,204
"C4421",111,120,"176","179",193,202
"C4422",95,96,"165","167",187,190
