"PLOT_GL","GREEN1","GREEN50","EMER1","EMER50","FLWR1","FLWR50"
"C3704",96,121,"175","176",187,193
"C3705",95,110,"175","176",197,207
"C3706",108,116,"167","172",187,193
"C3707",96,119,"173","174",193,197
"C3708",97,116,"175","176",193,197
"C3709",96,127,"167","169",183,193
"C3710",105,122,"175","176",197,200
"C3711",125,147,"172","174",190,197
"C3712",NA,NA,NA,NA,NA,NA
"C3713",109,123,"172","176",190,200
"C3714",98,112,"167","169",187,190
"C3715",98,112,"169","172",187,193
"C3716",99,124,"158","169",172,190
"C3717",96,110,"165","167",183,193
"C3718",94,109,"175","176",202,207
"C3719",98,106,"175","176",194,197
"C3720",95,113,"173","174",190,193
"C3721",114,147,"176","181",190,209
"C3722",NA,NA,NA,NA,NA,NA
"C3723",103,112,"169","172",187,190
"C3801",127,147,"177","179",197,216
"C3802",94,103,"165","167",179,183
"C3803",96,123,"174","179",193,207
"C3804",96,119,"179","181",202,207
"C3805",96,111,"165","167",183,190
"C3806",97,109,"169","172",187,190
"C3807",98,112,"172","176",193,197
"C3808",104,116,"169","176",190,200
"C3809",95,106,"174","176",193,200
"C3810",96,119,"158","165",174,183
"C3811",95,110,"167","169",187,190
"C3812",105,127,"165","167",181,197
"C3813",96,109,"156","161",172,181
"C3814",NA,NA,"190","197",207,NA
"C3815",99,110,"172","174",190,197
"C3816",92,110,"177","179",200,207
"C3817",104,113,"165","169",190,193
"C3818",120,126,"172","174",190,204
"C3819",108,116,"172","174",193,197
"C3820",103,113,"172","176",187,204
"C3821",99,112,"158","161",172,176
"C3822",102,110,"175","176",197,202
"C3901",99,119,"158","165",174,179
"C3902",98,112,"167","172",187,193
"C3903",109,121,"197","200",223,NA
"C3904",94,101,"165","167",181,187
"C3905",95,113,"174","176",193,202
"C3906",104,111,"190","193",216,223
"C3907",94,103,"175","176",200,204
"C3908",96,96,"179","181",200,202
"C3909",96,112,"167","174",179,200
"C3910",106,119,"177","179",204,221
"C3911",103,116,"167","169",NA,190
"C3912",112,127,"172","174",190,193
"C3913",NA,NA,"190","200",209,NA
"C3914",95,121,"174","176",193,200
"C3915",96,127,"174","176",193,207
"C3916",96,110,"156","161",169,172
"C3917",96,112,"165","169",183,221
"C3918",99,119,"169","174",183,193
"C3919",108,116,"169","172",190,193
"C3920",104,116,"174","176",193,197
"C3921",109,119,"166","167",181,187
"C3922",108,127,"190","200",204,223
"C3923",109,127,"179","181",197,223
"C4001",108,116,"190","193",216,NA
"C4002",99,119,"166","167",181,187
"C4003",105,112,"165","167",176,181
"C4004",105,119,"169","174",190,200
"C4005",95,120,"172","176",187,197
"C4006",99,112,"175","176",200,207
"C4007",98,112,"173","174",200,202
"C4008",94,109,"162","165",172,187
"C4009",96,112,"179","181",193,204
"C4010",116,127,"173","174",193,197
"C4011",109,119,"165","167",187,193
"C4012",95,106,"175","176",197,200
"C4013",105,112,"165","169",174,197
"C4014",96,106,"165","167",172,183
"C4015",99,121,"169","174",183,193
"C4016",99,112,"165","167",179,181
"C4017",99,110,"190","193",221,NA
"C4018",95,111,"179","181",202,207
"C4019",99,110,"169","172",187,193
"C4020",96,112,"172","174",193,200
"C4021",103,113,"165","174",179,197
"C4022",NA,NA,NA,NA,NA,NA
"C4101",96,121,"174","179",193,202
"C4102",94,112,"174","176",193,200
"C4103",99,112,"167","172",190,193
"C4104",NA,NA,NA,NA,NA,NA
"C4105",95,112,"172","174",190,193
"C4106",99,109,"161","165",172,179
"C4107",95,113,"169","174",193,200
"C4108",96,111,"166","167",190,193
"C4109",96,110,"176","179",197,202
"C4110",98,134,"177","179",200,209
"C4111",108,127,"179","193",207,221
"C4112",96,110,"181","183",207,216
"C4113",98,109,"156","161",172,174
"C4114",106,112,"169","174",193,207
